,tweet_id,tweet_date,source,text,expanded_urls,rating_numerator,rating_denominator,dog_name,dog_stage,id_str,display_text_range,retweet_count,favorite_count,breed
10,890006608113172480,2017-07-26 00:31:25+00:00,iPhone,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,"https://twitter.com/dog_rates/status/890006608113172480/photo/1,https://twitter.com/dog_rates/status/890006608113172480/photo/1",13,10,Koda,,890006608113172480,"[0, 130]",6112,26934,Samoyed
11,889880896479866881,2017-07-25 16:11:53+00:00,iPhone,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,https://twitter.com/dog_rates/status/889880896479866881/photo/1,13,10,Bruno,,889880896479866880,"[0, 107]",4140,24473,French_bulldog
12,889665388333682689,2017-07-25 01:55:32+00:00,iPhone,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,https://twitter.com/dog_rates/status/889665388333682689/photo/1,13,10,None,puppo,889665388333682688,"[0, 106]",8301,41866,Pembroke
13,889638837579907072,2017-07-25 00:10:02+00:00,iPhone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",12,10,Ted,,889638837579907072,"[0, 91]",3700,23568,French_bulldog
14,889531135344209921,2017-07-24 17:02:04+00:00,iPhone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13,10,Stuart,puppo,889531135344209920,"[0, 118]",1873,13308,golden_retriever
15,889278841981685760,2017-07-24 00:19:32+00:00,iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,https://twitter.com/dog_rates/status/889278841981685760/video/1,13,10,Oliver,,889278841981685760,"[0, 138]",4419,22020,whippet
16,888917238123831296,2017-07-23 00:22:39+00:00,iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12,10,Jim,,888917238123831296,"[0, 86]",3742,25525,golden_retriever
17,888804989199671297,2017-07-22 16:56:37+00:00,iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13,10,Zeke,,888804989199671296,"[0, 128]",3511,22363,golden_retriever
18,888554962724278272,2017-07-22 00:23:06+00:00,iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13,10,Ralphus,,888554962724278272,"[0, 87]",2862,17245,Siberian_husky
19,888078434458587136,2017-07-20 16:49:33+00:00,iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12,10,Gerald,,888078434458587136,"[0, 127]",2884,19090,French_bulldog
20,887705289381826560,2017-07-19 16:06:48+00:00,iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13,10,Jeffrey,,887705289381826560,"[0, 127]",4514,26498,basset
21,887517139158093824,2017-07-19 03:39:09+00:00,iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,https://twitter.com/dog_rates/status/887517139158093824/video/1,14,10,,,887517139158093824,"[0, 108]",9805,40534,
22,887473957103951883,2017-07-19 00:47:34+00:00,iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13,10,Canela,,887473957103951872,"[0, 99]",14952,59961,Pembroke
23,887343217045368832,2017-07-18 16:08:03+00:00,iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,https://twitter.com/dog_rates/status/887343217045368832/video/1,13,10,None,,887343217045368832,"[0, 88]",8774,29480,Mexican_hairless
24,887101392804085760,2017-07-18 00:07:08+00:00,iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12,10,None,,887101392804085760,"[0, 129]",4968,26892,Samoyed
25,886983233522544640,2017-07-17 16:17:36+00:00,iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13,10,Maya,,886983233522544640,"[0, 101]",6286,30238,Chihuahua
26,886736880519319552,2017-07-16 23:58:41+00:00,iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b","https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13,10,Mingus,,886736880519319552,"[0, 121]",2615,10457,kuvasz
27,886680336477933568,2017-07-16 20:14:00+00:00,iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13,10,Derek,,886680336477933568,"[0, 71]",3718,19639,
28,886366144734445568,2017-07-15 23:25:31+00:00,iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12,10,Roscoe,pupper,886366144734445568,"[0, 131]",2612,18479,French_bulldog
29,886258384151887873,2017-07-15 16:17:19+00:00,iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13,10,Waffles,,886258384151887872,"[0, 94]",5252,24436,pug
30,885984800019947520,2017-07-14 22:10:11+00:00,iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12,10,Jimbo,,885984800019947520,"[0, 140]",5589,28485,Blenheim_spaniel
31,885528943205470208,2017-07-13 15:58:47+00:00,iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13,10,Maisey,,885528943205470208,"[0, 109]",5306,31469,pug
32,885311592912609280,2017-07-13 01:35:06+00:00,iPhone,RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,"https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1",13,10,Lilly,,885311592912609280,"[0, 133]",15363,0,Labrador_retriever
33,885167619883638784,2017-07-12 16:03:00+00:00,iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",13,10,None,,885167619883638784,"[0, 134]",3652,19175,malamute
34,884925521741709313,2017-07-12 00:01:00+00:00,iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",https://twitter.com/dog_rates/status/884925521741709313/photo/1,12,10,Earl,,884925521741709312,"[0, 93]",14939,66987,Italian_greyhound
35,884876753390489601,2017-07-11 20:47:12+00:00,iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13,10,Lola,,884876753390489600,"[0, 118]",4639,24298,chow
36,884562892145688576,2017-07-11 00:00:02+00:00,iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13,10,Kevin,,884562892145688576,"[0, 66]",3895,21231,pug
37,884441805382717440,2017-07-10 15:58:53+00:00,iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",https://twitter.com/dog_rates/status/884441805382717440/photo/1,14,10,None,,884441805382717440,"[0, 136]",4775,23776,Pembroke
38,884162670584377345,2017-07-09 21:29:42+00:00,iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12,10,Yogi,doggo,884162670584377344,"[0, 140]",2492,17866,German_shepherd
39,883838122936631299,2017-07-09 00:00:04+00:00,iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12,10,Noah,,883838122936631296,"[0, 137]",2849,19064,Doberman
40,883482846933004288,2017-07-08 00:28:19+00:00,iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948","https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",13.5,10,Bella,,883482846933004288,"[0, 112]",8220,40006,golden_retriever
41,883360690899218434,2017-07-07 16:22:55+00:00,iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13,10,Grizzwald,floofer,883360690899218432,"[0, 139]",3060,19869,chow
42,883117836046086144,2017-07-07 00:17:54+00:00,iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E","https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",13,10,None,,883117836046086144,"[0, 111]",5510,32374,golden_retriever
43,882992080364220416,2017-07-06 15:58:11+00:00,iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",13,10,Rusty,,882992080364220416,"[0, 108]",3229,20908,Eskimo_dog
44,882762694511734784,2017-07-06 00:46:41+00:00,iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12,10,Gus,pupper,882762694511734784,"[0, 114]",4074,24669,Labrador_retriever
45,882627270321602560,2017-07-05 15:48:34+00:00,iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13,10,Stanley,,882627270321602560,"[0, 136]",5040,24518,Pembroke
46,882268110199369728,2017-07-04 16:01:23+00:00,iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13,10,Alfy,,882268110199369728,"[0, 114]",9581,39020,golden_retriever
47,882045870035918850,2017-07-04 01:18:17+00:00,iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w","https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",13,10,Koko,,882045870035918848,"[0, 133]",4066,25623,golden_retriever
48,881906580714921986,2017-07-03 16:04:48+00:00,iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12,10,Rey,,881906580714921984,"[0, 67]",2840,21359,Weimaraner
49,881666595344535552,2017-07-03 00:11:11+00:00,iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13,10,Gary,,881666595344535552,"[0, 115]",8910,44372,Saluki
50,881536004380872706,2017-07-02 15:32:16+00:00,iPhone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",https://twitter.com/dog_rates/status/881536004380872706/video/1,14,10,,pupper,881536004380872704,"[0, 130]",13344,43248,Samoyed
51,881268444196462592,2017-07-01 21:49:04+00:00,iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,https://twitter.com/dog_rates/status/881268444196462592/photo/1,12,10,Elliot,,881268444196462592,"[0, 138]",4481,20408,
52,880935762899988482,2017-06-30 23:47:07+00:00,iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,https://twitter.com/dog_rates/status/880935762899988482/photo/1,13,10,Louis,,880935762899988480,"[0, 72]",2325,14981,
53,880872448815771648,2017-06-30 19:35:32+00:00,iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12,10,None,,880872448815771648,"[0, 137]",3190,18649,Pembroke
54,880465832366813184,2017-06-29 16:39:47+00:00,iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12,10,Bella,,880465832366813184,"[0, 114]",5191,24916,golden_retriever
55,880221127280381952,2017-06-29 00:27:25+00:00,iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",12,10,Jesse,,880221127280381952,"[0, 108]",3447,23573,Chihuahua
56,880095782870896641,2017-06-28 16:09:20+00:00,iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,https://twitter.com/dog_rates/status/880095782870896641/photo/1,11,10,None,,880095782870896640,"[0, 129]",3634,24215,miniature_pinscher
57,879862464715927552,2017-06-28 00:42:13+00:00,iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",13,10,Romeo,,879862464715927552,"[0, 91]",2913,19619,basset
58,879492040517615616,2017-06-27 00:10:17+00:00,iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,https://twitter.com/dog_rates/status/879492040517615616/photo/1,12,10,Bailey,,879492040517615616,"[0, 90]",2618,20634,German_short-haired_pointer
59,879415818425184262,2017-06-26 19:07:24+00:00,iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,https://twitter.com/dog_rates/status/879415818425184262/video/1,13,10,Duddles,,879415818425184256,"[0, 82]",37251,92472,English_springer
60,879376492567855104,2017-06-26 16:31:08+00:00,iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,https://twitter.com/dog_rates/status/879376492567855104/photo/1,12,10,Jack,,879376492567855104,"[0, 125]",2634,14802,Pembroke
61,879050749262655488,2017-06-25 18:56:45+00:00,iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,https://twitter.com/dog_rates/status/879050749262655488/photo/1,11,10,Steven,,879050749262655488,"[0, 132]",3934,19736,
62,879008229531029506,2017-06-25 16:07:47+00:00,iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,https://twitter.com/dog_rates/status/879008229531029506/photo/1,13,10,Beau,,879008229531029504,"[0, 94]",2230,16703,vizsla
63,878776093423087618,2017-06-25 00:45:22+00:00,iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,"https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1",13,10,Snoopy,puppo,878776093423087616,"[0, 126]",3418,17079,Italian_greyhound
64,878281511006478336,2017-06-23 16:00:04+00:00,iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6","https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",13,10,Shadow,,878281511006478336,"[0, 140]",1070,6753,basset
65,878057613040115712,2017-06-23 01:10:23+00:00,iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",14,10,Emmy,,878057613040115712,"[0, 115]",5709,37014,French_bulldog
66,877736472329191424,2017-06-22 03:54:17+00:00,iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,"https://twitter.com/dog_rates/status/877736472329191424/photo/1,https://twitter.com/dog_rates/status/877736472329191424/photo/1",13,10,Aja,,877736472329191424,"[0, 93]",15730,69021,Chesapeake_Bay_retriever
67,877611172832227328,2017-06-21 19:36:23+00:00,iPhone,RT @rachel2195: @dog_rates the boyfriend and his soaking wet pupper h*cking love his new hat 14/10 https://t.co/dJx4Gzc50G,"https://twitter.com/rachel2195/status/876850772322988033/photo/1,https://twitter.com/rachel2195/status/876850772322988033/photo/1,https://twitter.com/rachel2195/status/876850772322988033/photo/1,https://twitter.com/rachel2195/status/876850772322988033/photo/1",14,10,None,pupper,877611172832227328,"[0, 122]",70,0,Irish_setter
68,877556246731214848,2017-06-21 15:58:08+00:00,iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,https://twitter.com/dog_rates/status/877556246731214848/photo/1,12,10,Penny,,877556246731214848,"[0, 139]",3150,19826,basset
69,877316821321428993,2017-06-21 00:06:44+00:00,iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc","https://twitter.com/dog_rates/status/877316821321428993/photo/1,https://twitter.com/dog_rates/status/877316821321428993/photo/1",13,10,Dante,,877316821321428992,"[0, 137]",4320,24063,Saluki
70,877201837425926144,2017-06-20 16:29:50+00:00,iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,"https://twitter.com/dog_rates/status/877201837425926144/photo/1,https://twitter.com/dog_rates/status/877201837425926144/photo/1",12,10,Nelly,,877201837425926144,"[0, 128]",4602,23784,Pembroke
71,876838120628539392,2017-06-19 16:24:33+00:00,iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,"https://twitter.com/dog_rates/status/876838120628539392/photo/1,https://twitter.com/dog_rates/status/876838120628539392/photo/1",12,10,Ginger,pupper,876838120628539392,"[0, 125]",2794,18160,bloodhound
72,876484053909872640,2017-06-18 16:57:37+00:00,iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,https://twitter.com/dog_rates/status/876484053909872640/photo/1,13,10,Benedict,,876484053909872640,"[0, 127]",1989,16504,golden_retriever
73,876120275196170240,2017-06-17 16:52:05+00:00,iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",https://twitter.com/dog_rates/status/876120275196170240/photo/1,13,10,Venti,,876120275196170240,"[0, 140]",3888,24599,Bernese_mountain_dog
74,875747767867523072,2017-06-16 16:11:53+00:00,iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",https://twitter.com/dog_rates/status/875747767867523072/photo/1,13,10,Goose,,875747767867523072,"[0, 125]",3565,22027,Labrador_retriever
75,875144289856114688,2017-06-15 00:13:52+00:00,iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,https://twitter.com/dog_rates/status/875144289856114688/video/1,13,10,Nugget,,875144289856114688,"[0, 133]",4131,19348,Siberian_husky
76,875021211251597312,2017-06-14 16:04:48+00:00,iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,"https://twitter.com/dog_rates/status/875021211251597312/photo/1,https://twitter.com/dog_rates/status/875021211251597312/photo/1",12,10,None,,875021211251597312,"[0, 115]",3953,22481,West_Highland_white_terrier
77,874680097055178752,2017-06-13 17:29:20+00:00,iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,https://twitter.com/dog_rates/status/874680097055178752/photo/1,12,10,Cash,,874680097055178752,"[0, 92]",3905,24507,Labrador_retriever
